"No.","Time","Source","Destination","Protocol","Length","Info"
"1793","99.981636","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=768866 Win=131840 Len=0"
"1794","99.990146","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1795","100.027095","157.245.142.66","10.0.19.14","TLSv1.2","1442","[TCP Previous segment not captured] , Ignored Unknown Record"
"1796","100.027153","10.0.19.14","157.245.142.66","TCP","66","62183  >  443 [ACK] Seq=382 Ack=770254 Win=131840 Len=0 SLE=771642 SRE=773030"
"1797","100.097428","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1798","100.097496","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1796#1] 62183  >  443 [ACK] Seq=382 Ack=770254 Win=131840 Len=0 SLE=771642 SRE=774418"
"1799","100.100284","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1800","100.100393","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1801","100.100393","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1796#2] 62183  >  443 [ACK] Seq=382 Ack=770254 Win=131840 Len=0 SLE=771642 SRE=775806"
"1802","100.100428","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1796#3] 62183  >  443 [ACK] Seq=382 Ack=770254 Win=131840 Len=0 SLE=771642 SRE=777194"
"1803","100.135434","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1804","100.135504","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1796#4] 62183  >  443 [ACK] Seq=382 Ack=770254 Win=131840 Len=0 SLE=771642 SRE=778582"
"1805","100.138265","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1806","100.138332","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1796#5] 62183  >  443 [ACK] Seq=382 Ack=770254 Win=131840 Len=0 SLE=771642 SRE=779970"
"1807","100.160403","157.245.142.66","10.0.19.14","TCP","1442","[TCP Out-Of-Order] 443  >  62183 [ACK] Seq=770254 Ack=382 Win=64128 Len=1388"
"1808","100.160537","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=779970 Win=131840 Len=0"
"1809","100.205411","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1810","100.246988","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=781358 Win=131840 Len=0"
"1811","100.250174","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1812","100.253258","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1813","100.253320","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=784134 Win=131840 Len=0"
"1814","100.277062","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1815","100.325094","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=785522 Win=131840 Len=0"
"1816","100.363466","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1817","100.363534","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1818","100.363616","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=788298 Win=131840 Len=0"
"1819","100.366283","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1820","100.366400","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1821","100.366434","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=791074 Win=131840 Len=0"
"1822","100.435367","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1823","100.475439","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1824","100.475506","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=793850 Win=131840 Len=0"
"1825","100.485409","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1826","100.485526","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1827","100.485595","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1828","100.485595","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=796626 Win=131840 Len=0"
"1829","100.528155","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=798014 Win=131840 Len=0"
"1830","100.528183","10.0.19.14","10.0.19.9","SMB","93","Tree Disconnect Request"
"1831","100.528420","10.0.19.9","10.0.19.14","SMB","93","Tree Disconnect Response"
"1832","100.528614","10.0.19.14","10.0.19.9","SMB","97","Logoff AndX Request"
"1833","100.529125","10.0.19.9","10.0.19.14","SMB","97","Logoff AndX Response"
"1834","100.529729","10.0.19.14","10.0.19.9","TCP","60","62190  >  139 [FIN, ACK] Seq=1254 Ack=1356 Win=1049600 Len=0"
"1835","100.529729","10.0.19.14","10.0.19.9","SMB2","126","Tree Disconnect Request"
"1836","100.529860","10.0.19.9","10.0.19.14","TCP","60","139  >  62190 [FIN, ACK] Seq=1356 Ack=1255 Win=1050112 Len=0"
"1837","100.529996","10.0.19.14","10.0.19.9","TCP","60","62190  >  139 [ACK] Seq=1255 Ack=1357 Win=1049600 Len=0"
"1838","100.530303","10.0.19.9","10.0.19.14","SMB2","126","Tree Disconnect Response"
"1839","100.530507","10.0.19.14","10.0.19.9","SMB2","126","Session Logoff Request"
"1840","100.530678","10.0.19.9","10.0.19.14","SMB2","126","Session Logoff Response"
"1841","100.530947","10.0.19.14","10.0.19.9","TCP","60","62191  >  445 [RST, ACK] Seq=10300 Ack=6913 Win=0 Len=0"
"1842","100.590521","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1843","100.593586","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1844","100.593652","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=800790 Win=131840 Len=0"
"1845","100.599384","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1846","100.599502","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1847","100.599534","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=803566 Win=131840 Len=0"
"1848","100.643374","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1849","100.684349","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=804954 Win=131840 Len=0"
"1850","100.705472","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1851","100.708562","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1852","100.708680","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1853","100.708748","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1854","100.708748","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=807730 Win=131840 Len=0"
"1855","100.708822","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=810506 Win=131840 Len=0"
"1856","100.798584","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1857","100.801694","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1858","100.801809","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=813282 Win=131840 Len=0"
"1859","100.820185","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1860","100.871795","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=814670 Win=131840 Len=0"
"1861","100.911449","157.245.142.66","10.0.19.14","TLSv1.2","1442","[TCP Previous segment not captured] , Ignored Unknown Record"
"1862","100.911516","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1860#1] 62183  >  443 [ACK] Seq=382 Ack=814670 Win=131840 Len=0 SLE=818834 SRE=820222"
"1863","100.914257","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1864","100.914370","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1860#2] 62183  >  443 [ACK] Seq=382 Ack=814670 Win=131840 Len=0 SLE=818834 SRE=821610"
"1865","100.985389","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1866","100.985457","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1860#3] 62183  >  443 [ACK] Seq=382 Ack=814670 Win=131840 Len=0 SLE=818834 SRE=822998"
"1867","101.028377","157.245.142.66","10.0.19.14","TCP","1442","[TCP Out-Of-Order] 443  >  62183 [ACK] Seq=814670 Ack=382 Win=64128 Len=1388"
"1868","101.028448","157.245.142.66","10.0.19.14","TCP","1442","[TCP Out-Of-Order] 443  >  62183 [ACK] Seq=816058 Ack=382 Win=64128 Len=1388"
"1869","101.028448","10.0.19.14","157.245.142.66","TCP","66","62183  >  443 [ACK] Seq=382 Ack=816058 Win=131840 Len=0 SLE=818834 SRE=822998"
"1870","101.028562","10.0.19.14","157.245.142.66","TCP","66","62183  >  443 [ACK] Seq=382 Ack=817446 Win=131840 Len=0 SLE=818834 SRE=822998"
"1871","101.099133","157.245.142.66","10.0.19.14","TCP","1442","[TCP Retransmission] 443  >  62183 [ACK] Seq=817446 Ack=382 Win=64128 Len=1388"
"1872","101.099205","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=822998 Win=131840 Len=0"
"1873","101.135037","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1874","101.138122","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1875","101.138182","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1876","101.138182","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=825774 Win=131840 Len=0"
"1877","101.184204","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=827162 Win=131840 Len=0"
"1878","101.209425","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1879","101.239042","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1880","101.239108","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=829938 Win=131840 Len=0"
"1881","101.242093","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1882","101.285034","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1883","101.285100","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=832714 Win=131840 Len=0"
"1884","101.288131","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1885","101.340411","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=834102 Win=131840 Len=0"
"1886","101.353369","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1887","101.353486","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=835490 Ack=382 Win=64128 Len=1388"
"1888","101.353568","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=836878 Win=131840 Len=0"
"1889","101.399369","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1890","101.399487","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1891","101.399537","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=839654 Win=131840 Len=0"
"1892","101.452378","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1893","101.452450","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1894","101.452497","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=842430 Win=131840 Len=0"
"1895","101.455241","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1896","101.496611","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=843818 Win=131840 Len=0"
"1897","101.503412","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1898","101.503530","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1899","101.503561","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=846594 Win=131840 Len=0"
"1900","101.508331","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1901","101.555097","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1902","101.555169","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=849370 Win=131840 Len=0"
"1903","101.558211","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1904","101.597365","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1905","101.597436","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1906","101.597601","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1907","101.597601","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=852146 Win=131840 Len=0"
"1908","101.597638","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=854922 Win=131840 Len=0"
"1909","101.659352","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1910","101.662449","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1911","101.662562","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=857698 Win=131840 Len=0"
"1912","101.705419","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1913","101.708522","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1914","101.708640","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1915","101.708711","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1916","101.708711","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=860474 Win=131840 Len=0"
"1917","101.708831","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=863250 Win=131840 Len=0"
"1918","101.777439","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1919","101.780523","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1920","101.780634","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=866026 Win=131840 Len=0"
"1921","101.818420","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=866026 Ack=382 Win=64128 Len=1388"
"1922","101.821452","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1923","101.821511","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=868802 Win=131840 Len=0"
"1924","101.903384","157.245.142.66","10.0.19.14","TLSv1.2","1442","[TCP Previous segment not captured] , Ignored Unknown Record"
"1925","101.903455","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1926","101.903455","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1923#1] 62183  >  443 [ACK] Seq=382 Ack=868802 Win=131840 Len=0 SLE=871578 SRE=872966"
"1927","101.903578","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1923#2] 62183  >  443 [ACK] Seq=382 Ack=868802 Win=131840 Len=0 SLE=871578 SRE=874354"
"1928","101.906228","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1929","101.906342","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1923#3] 62183  >  443 [ACK] Seq=382 Ack=868802 Win=131840 Len=0 SLE=871578 SRE=875742"
"1930","101.923148","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1931","101.923264","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1923#4] 62183  >  443 [ACK] Seq=382 Ack=868802 Win=131840 Len=0 SLE=871578 SRE=877130"
"1932","101.926250","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1933","101.926385","10.0.19.14","157.245.142.66","TCP","66","[TCP Dup ACK 1923#5] 62183  >  443 [ACK] Seq=382 Ack=868802 Win=131840 Len=0 SLE=871578 SRE=878518"
"1934","102.020258","157.245.142.66","10.0.19.14","TCP","1442","[TCP Out-Of-Order] 443  >  62183 [ACK] Seq=868802 Ack=382 Win=64128 Len=1388"
"1935","102.020372","10.0.19.14","157.245.142.66","TCP","66","62183  >  443 [ACK] Seq=382 Ack=870190 Win=131840 Len=0 SLE=871578 SRE=878518"
"1936","102.023199","157.245.142.66","10.0.19.14","TCP","1442","[TCP Out-Of-Order] 443  >  62183 [ACK] Seq=870190 Ack=382 Win=64128 Len=1388"
"1937","102.023284","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=878518 Win=131840 Len=0"
"1938","102.039350","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1939","102.042434","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1940","102.042550","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=881294 Win=131840 Len=0"
"1941","102.105917","10.0.19.14","10.0.19.9","TCP","60","62187  >  135 [FIN, ACK] Seq=497 Ack=549 Win=1050624 Len=0"
"1942","102.105992","10.0.19.14","10.0.19.9","TCP","60","62188  >  49667 [FIN, ACK] Seq=1193 Ack=833 Win=1050368 Len=0"
"1943","102.105992","10.0.19.14","10.0.19.9","TCP","60","62189  >  49676 [FIN, ACK] Seq=1273 Ack=1161 Win=1049856 Len=0"
"1944","102.106036","10.0.19.9","10.0.19.14","TCP","60","135  >  62187 [ACK] Seq=549 Ack=498 Win=1050624 Len=0"
"1945","102.106036","10.0.19.9","10.0.19.14","TCP","60","49667  >  62188 [ACK] Seq=833 Ack=1194 Win=1050112 Len=0"
"1946","102.106135","10.0.19.9","10.0.19.14","TCP","60","49676  >  62189 [ACK] Seq=1161 Ack=1274 Win=1050112 Len=0"
"1947","102.106135","10.0.19.9","10.0.19.14","TCP","60","49667  >  62188 [FIN, ACK] Seq=833 Ack=1194 Win=1050112 Len=0"
"1948","102.106135","10.0.19.9","10.0.19.14","TCP","60","49676  >  62189 [FIN, ACK] Seq=1161 Ack=1274 Win=1050112 Len=0"
"1949","102.106196","10.0.19.9","10.0.19.14","TCP","60","135  >  62187 [FIN, ACK] Seq=549 Ack=498 Win=1050624 Len=0"
"1950","102.106292","10.0.19.14","10.0.19.9","TCP","60","62188  >  49667 [ACK] Seq=1194 Ack=834 Win=1050368 Len=0"
"1951","102.106316","10.0.19.14","10.0.19.9","TCP","60","62189  >  49676 [ACK] Seq=1274 Ack=1162 Win=1049856 Len=0"
"1952","102.106333","10.0.19.14","10.0.19.9","TCP","60","62187  >  135 [ACK] Seq=498 Ack=550 Win=1050624 Len=0"
"1953","102.138428","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1954","102.166413","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1955","102.166476","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=884070 Win=131840 Len=0"
"1956","102.169237","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1957","102.172318","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1958","102.172429","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=886846 Win=131840 Len=0"
"1959","102.283077","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1960","102.283145","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1961","102.283194","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=889622 Win=131840 Len=0"
"1962","102.286120","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1963","102.286238","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1964","102.286309","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1965","102.286387","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=892398 Win=131840 Len=0"
"1966","102.340103","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=893786 Win=131840 Len=0"
"1967","102.398363","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1968","102.401467","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1969","102.401585","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1970","102.401585","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=896562 Win=131840 Len=0"
"1971","102.404323","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1972","102.404387","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=899338 Win=131840 Len=0"
"1973","102.456310","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1974","102.459202","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1975","102.459265","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=902114 Win=131840 Len=0"
"1976","102.514350","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1977","102.523106","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1978","102.523172","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1979","102.523292","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1980","102.523292","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=904890 Win=131840 Len=0"
"1981","102.523406","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=907666 Win=131840 Len=0"
"1982","102.566142","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1983","102.569245","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1984","102.569318","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=910442 Win=131840 Len=0"
"1985","102.634512","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=910442 Ack=382 Win=64128 Len=1388 [TCP segment of a reassembled PDU]"
"1986","102.634581","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=911830 Ack=382 Win=64128 Len=1388 [TCP segment of a reassembled PDU]"
"1987","102.634631","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=913218 Win=131840 Len=0"
"1988","102.637228","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=913218 Ack=382 Win=64128 Len=1388 [TCP segment of a reassembled PDU]"
"1989","102.637346","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=914606 Ack=382 Win=64128 Len=1388 [TCP segment of a reassembled PDU]"
"1990","102.637418","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=915994 Win=131840 Len=0"
"1991","102.687316","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=915994 Ack=382 Win=64128 Len=1388 [TCP segment of a reassembled PDU]"
"1992","102.687394","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=917382 Ack=382 Win=64128 Len=1388 [TCP segment of a reassembled PDU]"
"1993","102.687534","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=918770 Win=131840 Len=0"
"1994","102.690165","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=918770 Ack=382 Win=64128 Len=1388 [TCP segment of a reassembled PDU]"
"1995","102.730618","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=920158 Win=131840 Len=0"
"1996","102.748270","157.245.142.66","10.0.19.14","TCP","1442","443  >  62183 [ACK] Seq=920158 Ack=382 Win=64128 Len=1388 [TCP segment of a reassembled PDU]"
"1997","102.751414","157.245.142.66","10.0.19.14","TLSv1.2","1442","Application Data, Ignored Unknown Record"
"1998","102.751532","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"1999","102.751602","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2000","102.751602","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=922934 Win=131840 Len=0"
"2001","102.751722","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=925710 Win=131840 Len=0"
"2002","102.796399","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2003","102.799524","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2004","102.799589","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=928486 Win=131840 Len=0"
"2005","102.850070","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2006","102.868020","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2007","102.868087","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=931262 Win=131840 Len=0"
"2008","102.871018","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2009","102.871136","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2010","102.871250","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2011","102.871280","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=934038 Win=131840 Len=0"
"2012","102.907960","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2013","102.908072","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=936814 Win=131840 Len=0"
"2014","102.911030","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2015","102.952761","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=938202 Win=131840 Len=0"
"2016","102.979998","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2017","102.983441","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2018","102.983559","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2019","102.983630","157.245.142.66","10.0.19.14","TLSv1.2","1442","Ignored Unknown Record"
"2020","102.983630","10.0.19.14","157.245.142.66","TCP","60","62183  >  443 [ACK] Seq=382 Ack=940978 Win=131840 Len=0"
